"ID","Journal","Year","Appendix","Dryad","Zenodo","Figshare","OSF","Org_Database","Github","Other_Database","Other_Paper","Possible_Reproduce","Other","Word","PDF","RMarkdown","Script","Commented","Code_Lines","Libraries","Fixed_Filepaths","All_Code_Runs","Some_Code_Runs","Runtime_Too_Long","Outputs_Match","Depr_Packages","Miss_File","Miss_Library","Miss_Object","Other_Code_Error","Non_CRAN_Package"
167,"ECOLOGY",2021,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2345,19,0,0,0,NA,NA,0,1,0,0,0,0
169,"ECOLOGY",2022,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5524,13,1,0,1,1,NA,0,0,1,0,0,0
170,"ECOLOGY",2022,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,745,53,1,0,1,NA,NA,0,0,0,0,1,0
172,"ECOLOGY",2022,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1628,166,0,1,0,0,1,0,0,0,0,0,0
174,"ECOLOGY",2022,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1891,84,0,1,0,1,NA,0,0,0,0,0,0
179,"ECOLOGY",2018,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,976,15,0,0,1,NA,NA,0,1,0,0,0,0
180,"ECOLOGY",2019,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,657,10,0,1,0,1,NA,0,0,0,0,0,0
181,"ECOLOGY",2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3576,66,0,0,0,NA,NA,1,0,0,0,0,0
182,"ECOLOGY",2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,974,19,0,1,0,1,NA,0,0,0,0,0,0
184,"ECOLOGY",2020,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,841,42,0,1,0,0,0,0,0,0,0,0,0
187,"ECOLOGY",2021,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1479,13,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
189,"ECOLOGY",2019,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,795,13,1,0,1,1,NA,0,0,0,1,0,0
190,"ECOLOGY",2021,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5921,140,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,"ECOLOGY",2022,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1935,136,0,0,0,NA,NA,1,0,0,0,0,0
192,"ECOLOGY",2021,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1266,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,"ECOLOGY",2022,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,827,45,0,0,0,NA,NA,0,1,0,0,0,0
197,"ECOLOGY",2018,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,663,23,0,0,0,NA,NA,0,1,0,0,0,0
198,"ECOLOGY",2020,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,420,19,1,0,0,NA,NA,0,0,0,0,1,0
201,"ECOLOGY",2022,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1847,37,1,0,0,NA,NA,1,0,0,0,0,0
202,"ECOLOGY",2022,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1737,81,0,0,0,NA,NA,0,0,0,0,1,0
203,"ECOLOGY",2021,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2793,63,0,0,0,NA,NA,1,0,0,0,0,0
206,"ECOLOGY",2021,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1509,158,0,0,0,NA,NA,1,0,0,0,0,1
212,"ECOSPHERE",2022,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,954,72,0,0,1,NA,NA,0,0,0,1,0,0
213,"ECOSPHERE",2022,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1033,147,1,0,1,NA,NA,0,0,0,1,0,1
222,"ECOSPHERE",2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,926,59,0,1,0,1,NA,0,0,0,0,0,0
235,"ECOSPHERE",2018,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,2540,138,0,0,0,NA,NA,0,0,0,0,1,0
237,"ECOSPHERE",2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1029,12,0,1,0,1,NA,0,0,0,0,0,0
239,"ECOSPHERE",2021,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1437,44,1,0,1,NA,NA,0,0,0,0,1,0
241,"ECOSPHERE",2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,880,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,"ECOSPHERE",2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1477,144,0,0,1,NA,NA,0,0,0,0,1,0
244,"ECOSPHERE",2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,714,27,0,0,0,NA,NA,1,1,0,0,0,1
249,"ECOSPHERE",2021,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,452,89,0,1,0,1,NA,0,0,0,0,0,0
250,"ECOSPHERE",2021,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,331,38,0,0,1,NA,NA,0,0,0,1,0,0
252,"ECOSPHERE",2021,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,508,9,0,0,0,NA,NA,0,0,0,1,0,0
256,"ECOSPHERE",2020,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,139,8,0,0,0,NA,NA,0,1,0,0,0,0
260,"ECOSPHERE",2022,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2310,62,0,0,1,NA,NA,0,0,1,0,0,0
262,"ECOSPHERE",2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2132,21,0,0,1,NA,NA,0,1,0,0,1,0
263,"ECOSPHERE",2021,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1942,10,0,0,1,NA,NA,0,1,0,0,0,0
271,"ECOSPHERE",2022,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,4857,190,0,0,0,NA,NA,1,1,0,0,0,0
278,"ECOSPHERE",2021,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1090,10,0,0,0,NA,NA,0,1,0,0,0,0
279,"ECOSPHERE",2021,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,911,52,1,1,0,1,NA,0,0,0,0,0,0
284,"JOURNAL OF WILDLIFE MANAGEMENT",2022,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,130,85,0,1,0,1,NA,0,0,0,0,0,0
298,"JOURNAL OF WILDLIFE MANAGEMENT",2021,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2191,17,0,0,0,NA,NA,1,0,0,0,0,0
304,"JOURNAL OF WILDLIFE MANAGEMENT",2021,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,395,16,0,0,1,NA,NA,0,0,0,0,1,0
319,"JOURNAL OF WILDLIFE MANAGEMENT",2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,909,10,0,0,0,NA,NA,0,1,0,0,0,0
323,"JOURNAL OF WILDLIFE MANAGEMENT",2019,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1063,160,0,0,0,NA,NA,0,1,0,0,0,0
327,"JOURNAL OF WILDLIFE MANAGEMENT",2022,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1118,173,0,0,0,NA,NA,0,1,0,0,0,0
330,"JOURNAL OF WILDLIFE MANAGEMENT",2022,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,334,199,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,"JOURNAL OF WILDLIFE MANAGEMENT",2021,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,499,42,0,0,0,NA,NA,0,1,0,0,0,0
347,"JOURNAL OF WILDLIFE MANAGEMENT",2022,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,66,54,1,0,0,NA,NA,0,1,0,0,0,0
358,"METHODS IN ECOLOGY AND EVOLUTION",2022,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1278,10,1,0,1,NA,NA,0,1,0,0,0,0
359,"METHODS IN ECOLOGY AND EVOLUTION",2018,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,566,7,0,1,0,1,NA,0,0,0,0,0,0
360,"METHODS IN ECOLOGY AND EVOLUTION",2020,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,456,56,0,0,1,1,NA,0,0,1,0,0,0
361,"METHODS IN ECOLOGY AND EVOLUTION",2018,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,919,142,0,0,1,NA,NA,0,0,1,0,0,0
362,"METHODS IN ECOLOGY AND EVOLUTION",2020,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1120,71,0,0,1,NA,NA,0,1,0,0,0,0
364,"METHODS IN ECOLOGY AND EVOLUTION",2021,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,356,139,0,0,0,NA,NA,0,0,0,1,0,0
365,"METHODS IN ECOLOGY AND EVOLUTION",2019,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,744,10,0,0,1,NA,NA,0,0,0,0,1,0
366,"METHODS IN ECOLOGY AND EVOLUTION",2019,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,183,36,0,1,0,0,1,0,0,0,0,0,0
367,"METHODS IN ECOLOGY AND EVOLUTION",2019,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,682,70,0,0,0,NA,NA,1,1,0,0,0,0
368,"METHODS IN ECOLOGY AND EVOLUTION",2018,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,865,83,0,0,1,NA,NA,0,1,0,0,0,0
371,"METHODS IN ECOLOGY AND EVOLUTION",2022,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2119,120,0,1,1,1,NA,0,0,0,0,0,0
372,"METHODS IN ECOLOGY AND EVOLUTION",2021,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,338,111,0,0,0,NA,NA,0,0,0,0,1,1
374,"METHODS IN ECOLOGY AND EVOLUTION",2019,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3180,103,1,0,1,NA,NA,0,1,0,0,0,0
375,"METHODS IN ECOLOGY AND EVOLUTION",2020,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,273,45,0,1,0,1,NA,0,0,0,0,0,0
376,"METHODS IN ECOLOGY AND EVOLUTION",2022,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,2226,127,0,0,1,1,NA,0,0,0,0,1,0
377,"METHODS IN ECOLOGY AND EVOLUTION",2022,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1160,51,0,1,0,1,NA,0,0,0,0,0,0
378,"METHODS IN ECOLOGY AND EVOLUTION",2022,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1853,122,1,0,1,NA,NA,0,1,0,0,0,0
379,"METHODS IN ECOLOGY AND EVOLUTION",2018,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,118,10,1,1,0,1,NA,0,0,0,0,0,0
380,"METHODS IN ECOLOGY AND EVOLUTION",2022,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1307,26,0,0,0,NA,NA,0,0,0,1,0,0
381,"METHODS IN ECOLOGY AND EVOLUTION",2021,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,3997,145,0,0,0,NA,NA,0,0,0,0,1,0
382,"METHODS IN ECOLOGY AND EVOLUTION",2019,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2390,48,0,0,1,1,NA,0,0,0,0,1,0
385,"METHODS IN ECOLOGY AND EVOLUTION",2022,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,7852,143,1,0,0,NA,NA,0,0,0,0,1,0
388,"METHODS IN ECOLOGY AND EVOLUTION",2018,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,239,14,0,0,0,NA,NA,0,1,0,0,0,0
389,"METHODS IN ECOLOGY AND EVOLUTION",2022,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,"METHODS IN ECOLOGY AND EVOLUTION",2018,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1925,45,1,0,0,NA,NA,0,1,0,0,0,0
392,"METHODS IN ECOLOGY AND EVOLUTION",2018,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,47,27,0,1,0,0,1,0,0,0,0,0,0
393,"METHODS IN ECOLOGY AND EVOLUTION",2019,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,338,18,0,0,0,NA,NA,1,0,0,0,0,0
394,"METHODS IN ECOLOGY AND EVOLUTION",2022,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5959,172,0,0,0,NA,NA,0,0,0,0,1,0
398,"METHODS IN ECOLOGY AND EVOLUTION",2022,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,815,157,1,0,1,NA,NA,0,0,0,1,0,0
399,"METHODS IN ECOLOGY AND EVOLUTION",2018,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2776,11,0,1,0,1,NA,0,0,0,0,0,0
401,"METHODS IN ECOLOGY AND EVOLUTION",2021,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,2812,127,1,0,0,NA,NA,0,0,0,1,0,0
405,"PLOS ONE",2019,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,985,181,0,1,0,1,NA,0,0,0,0,0,0
406,"PLOS ONE",2018,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,766,60,0,0,1,NA,NA,0,1,0,0,0,0
407,"PLOS ONE",2020,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,3104,169,1,0,1,NA,NA,0,1,0,0,0,0
410,"PLOS ONE",2020,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,585,2,0,0,0,NA,NA,0,1,0,0,0,0
412,"PLOS ONE",2019,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,400,11,0,1,0,0,0,0,0,0,0,0,0
413,"PLOS ONE",2019,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,590,10,0,0,0,NA,NA,0,1,0,0,0,0
417,"PLOS ONE",2021,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,483,39,0,0,1,NA,NA,0,1,0,0,0,0
419,"PLOS ONE",2020,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2018,206,1,0,0,NA,NA,1,1,0,0,0,0
427,"PLOS ONE",2019,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,197,14,0,0,0,NA,NA,0,0,0,1,0,0
428,"PLOS ONE",2020,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,28,48,0,0,0,NA,NA,0,1,0,0,0,0
430,"PLOS ONE",2021,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,838,21,0,0,1,NA,NA,0,1,0,0,0,0
435,"PLOS ONE",2020,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,269,25,0,1,0,1,NA,0,0,0,0,0,0
441,"PLOS ONE",2020,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,156,15,0,0,0,NA,NA,0,1,0,0,0,0
443,"PLOS ONE",2022,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,816,105,1,0,1,NA,NA,0,0,0,1,0,0
450,"PLOS ONE",2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,160,13,0,0,0,NA,NA,0,1,0,0,0,0
455,"SCIENTIFIC REPORTS",2021,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
463,"SCIENTIFIC REPORTS",2022,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3562,121,0,0,1,NA,NA,0,0,0,1,0,0
464,"SCIENTIFIC REPORTS",2021,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,108,84,0,0,1,1,NA,0,0,0,0,1,0
472,"SCIENTIFIC REPORTS",2021,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,354,56,0,0,0,NA,NA,0,1,0,0,0,0
474,"SCIENTIFIC REPORTS",2022,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1049,71,0,0,0,NA,NA,0,1,0,0,0,0
486,"SCIENTIFIC REPORTS",2018,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1390,10,0,0,1,1,NA,0,1,0,0,0,0
490,"SCIENTIFIC REPORTS",2019,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,467,132,1,1,0,1,NA,0,0,0,0,0,0
491,"SCIENTIFIC REPORTS",2018,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,359,91,0,0,1,NA,NA,1,0,0,0,0,0
